                E-mail               E-mail ['P1,1097 655 1232 686']
                     :                    : ['P1,1097 655 1232 686']
X       foloriz@ugr.es        foloriz@ugres ['P1,1239 655 1481 693']
               PALAIOS              PALAIOS ['P1,22 850 383 923']
                     ,                    , ['P1,22 850 383 923']
                  2003                 2003 ['P1,418 852 614 923']
                     ,                    , ['P1,418 852 614 923']
                    V.                   V. ['P1,650 850 719 911']
                    18                   18 ['P1,762 852 861 923']
                     ,                    , ['P1,762 852 861 923']
                    p.                   p. ['P1,899 866 957 929']
X              528-545            528???545 ['P1,994 852 1307 913']
                During               During ['P1,12 1056 282 1133']
                   the                  the ['P1,306 1055 413 1117']
                Middle               Middle ['P1,437 1055 697 1117']
                    to                   to ['P1,725 1064 788 1117']
                  Late                 Late ['P1,810 1056 971 1117']
             Oxfordian            Oxfordian ['P1,999 1055 1367 1133']
                     (                    ( ['P1,1396 1055 1656 1133']
               locally              locally ['P1,1396 1055 1656 1133']
               ranging              ranging ['P1,1681 1057 1973 1133']
                  into                 into ['P1,1997 1057 2136 1117']
                   the                  the ['P1,17 1146 123 1209']
              earliest             earliest ['P1,163 1146 430 1209']
          Kimmeridgian         Kimmeridgian ['P1,465 1146 1040 1224']
                     )                    ) ['P1,465 1146 1040 1224']
                     ,                    , ['P1,465 1146 1040 1224']
                   the                  the ['P1,1087 1147 1194 1209']
        epicontinental       epicontinental ['P1,1233 1147 1747 1224']
                 shelf                shelf ['P1,1785 1146 1968 1224']
                  that                 that ['P1,1993 1146 2139 1209']
             persisted            persisted ['P1,7 1237 341 1315']
                    in                   in ['P1,361 1239 432 1299']
                   the                  the ['P1,455 1237 561 1299']
          southeastern         southeastern ['P1,582 1237 1039 1299']
           paleomargin          paleomargin ['P1,1050 1237 1520 1315']
                    of                   of ['P1,1540 1237 1617 1315']
                Iberia               Iberia ['P1,1619 1237 1838 1299']
                     (                    ( ['P1,1860 1237 2135 1308', 'P1,17 1329 74 1390']
              Prebetic             Prebetic ['P1,1860 1237 2135 1308', 'P1,17 1329 74 1390']
                  Zone                 Zone ['P1,98 1328 298 1399']
                     )                    ) ['P1,98 1328 298 1399']
                   was                  was ['P1,329 1350 464 1390']
               largely              largely ['P1,492 1327 739 1405']
             colonized            colonized ['P1,766 1327 1101 1390']
                    by                   by ['P1,1128 1328 1205 1405']
             siliceous            siliceous ['P1,1231 1328 1535 1390']
               sponges              sponges ['P1,1562 1347 1843 1405']
                     (                    ( ['P1,1872 1328 2135 1405', 'P1,15 1419 122 1493']
              Dictyida             Dictyida ['P1,1872 1328 2135 1405', 'P1,15 1419 122 1493']
                     ,                    , ['P1,1872 1328 2135 1405', 'P1,15 1419 122 1493']
           Lychniskida          Lychniskida ['P1,167 1419 629 1497']
                     ,                    , ['P1,167 1419 629 1497']
                   and                  and ['P1,677 1419 819 1481']
            Lithistida           Lithistida ['P1,856 1419 1239 1493']
                     ,                    , ['P1,856 1419 1239 1493']
X                   in                    n ['P1,1288 1421 1359 1481']
            descending           descending ['P1,1400 1419 1805 1497']
                 order                order ['P1,1844 1419 2036 1481']
                    of                   of ['P1,2074 1419 2152 1497']
             abundance            abundance ['P1,15 1510 447 1581']
                     )                    ) ['P1,15 1510 447 1581']
                     .                    . ['P1,15 1510 447 1581']
         Spongiolithic        Spongiolithic ['P1,479 1509 963 1587']
           lithofacies          lithofacies ['P1,989 1509 1354 1587']
                     (                    ( ['P1,1382 1510 1821 1587']
X          sponge-rich           spongerich ['P1,1382 1510 1821 1587']
X             deposits            -deposits ['P1,1846 1509 2138 1587']
                    in                   in ['P1,17 1603 88 1663']
                 which                which ['P1,117 1601 332 1663']
              buildups             buildups ['P1,363 1601 681 1679']
                   are                  are ['P1,708 1623 822 1663']
                  rare                 rare ['P1,850 1623 999 1663']
                   and                  and ['P1,1026 1601 1168 1663']
                 small                small ['P1,1193 1601 1422 1672']
                     )                    ) ['P1,1193 1601 1422 1672']
             represent            represent ['P1,1450 1610 1782 1679']
                     a                    a ['P1,1806 1623 1849 1663']
                marine               marine ['P1,1877 1603 2137 1663']
           environment          environment ['P1,14 1694 469 1755']
           extensively          extensively ['P1,489 1693 874 1770']
             colonized            colonized ['P1,896 1692 1232 1755']
                    by                   by ['P1,1255 1692 1332 1770']
               sponges              sponges ['P1,1354 1712 1636 1770']
                    in                   in ['P1,1661 1694 1731 1755']
                   the                  the ['P1,1756 1692 1862 1755']
                  form                 form ['P1,1879 1692 2053 1770']
                    of                   of ['P1,2074 1692 2152 1770']
                 large                large ['P1,16 1783 199 1861']
                sponge               sponge ['P1,236 1802 482 1861']
               meadows              meadows ['P1,522 1783 852 1845']
               showing              showing ['P1,890 1783 1193 1861']
            associated           associated ['P1,1227 1783 1599 1845']
            epibenthic           epibenthic ['P1,1633 1783 2005 1861']
             organisms            organisms ['P1,2040 1805 2134 1845', 'P1,9 1875 320 1951']
                     (                    ( ['P1,358 1873 837 1951']
           brachiopods          brachiopods ['P1,358 1873 837 1951']
                     ,                    , ['P1,358 1873 837 1951']
              bivalves             bivalves ['P1,881 1873 1180 1948']
                     ,                    , ['P1,881 1873 1180 1948']
                   and                  and ['P1,1220 1873 1363 1936']
           echinoderms          echinoderms ['P1,1396 1873 1888 1945']
                     )                    ) ['P1,1396 1873 1888 1945']
.                    .                      ['P1,1396 1873 1888 1945']
X        Marllimestone       Mar.llimestone ['P1,1926 1874 2134 1936', 'P1,16 1965 357 2027']
            rhythmites           rhythmites ['P1,396 1965 789 2043']
             represent            represent ['P1,828 1974 1159 2043']
                 muddy                muddy ['P1,1195 1965 1447 2043']
               bottoms              bottoms ['P1,1486 1965 1768 2027']
             colonized            colonized ['P1,1804 1965 2140 2027']
                    by                   by ['P1,18 2055 94 2133']
                scarce               scarce ['P1,129 2078 350 2118']
           endobenthos          endobenthos ['P1,385 2055 832 2118']
                     (                    ( ['P1,871 2056 901 2127']
              bivalves             bivalves ['P1,896 2055 1180 2118']
                   and                  and ['P1,1215 2055 1357 2118']
             irregular            irregular ['P1,1392 2055 1724 2133']
             echinoids            echinoids ['P1,1754 2055 2130 2127']
                     )                    ) ['P1,1754 2055 2130 2127']
                     .                    . ['P1,1754 2055 2130 2127']
               However              However ['P1,12 2148 320 2221']
X                    ;                    , ['P1,12 2148 320 2221']
                   the                  the ['P1,348 2147 454 2209']
            occurrence           occurrence ['P1,474 2169 856 2209']
                    of                   of ['P1,876 2147 953 2225']
                patchy               patchy ['P1,949 2147 1193 2225']
                sponge               sponge ['P1,1211 2166 1457 2225']
              bioherms             bioherms ['P1,1478 2147 1806 2209']
              provided             provided ['P1,1815 2147 2140 2225']
                     a                    a ['P1,15 2261 58 2301']
             favorable            favorable ['P1,99 2238 431 2316']
             substrate            substrate ['P1,477 2238 810 2301']
                   for                  for ['P1,850 2238 955 2316']
             epibionts            epibionts ['P1,997 2239 1322 2316']
                   and                  and ['P1,1367 2238 1510 2301']
             microbial            microbial ['P1,1555 2238 1901 2301']
            lithoherms           lithoherms ['P1,1946 2239 2135 2301', 'P1,15 2329 237 2391']
                     (                    ( ['P1,275 2329 807 2400']
         microbialites        microbialites ['P1,275 2329 807 2400']
                     )                    ) ['P1,275 2329 807 2400']
.                    .                      ['P1,275 2329 807 2400']
                   The                  The ['P1,852 2329 984 2391']
X               record              r.ecord ['P1,1020 2329 1248 2391']
                    of                   of ['P1,1281 2329 1359 2407']
X          meter-scale           meterscale ['P1,1380 2329 1783 2391']
X             buildups            b-uildups ['P1,1819 2329 2137 2407']
               showing              showing ['P1,15 2421 318 2498']
                sponge               sponge ['P1,370 2440 616 2498']
X    bioherm-microbial    biohermmicrob-ial ['P1,674 2420 1343 2483']
             lithoherm            lithoherm ['P1,1398 2420 1752 2483']
X                   in                    n ['P1,1809 2422 1879 2483']
         marllimestone        marllimestone ['P1,1935 2421 2135 2483', 'P1,16 2511 357 2573']
            rhythmites           rhythmites ['P1,386 2511 779 2589']
              resulted             resulted ['P1,808 2511 1101 2573']
                  from                 from ['P1,1121 2511 1297 2589']
                   the                  the ['P1,1327 2511 1433 2573']
             preferred            preferred ['P1,1452 2511 1791 2589']
          colonization         colonization ['P1,1816 2511 2136 2573', 'P1,17 2604 153 2665']
                    of                   of ['P1,188 2602 265 2680']
                sponge               sponge ['P1,284 2622 530 2680']
               patches              patches ['P1,555 2602 831 2680']
                    by                   by ['P1,868 2602 945 2680']
               benthic              benthic ['P1,981 2602 1243 2665']
             microbial            microbial ['P1,1277 2602 1623 2665']
           communities          communities ['P1,1655 2604 2132 2677']
                     ,                    , ['P1,1655 2604 2132 2677']
                   the                  the ['P1,17 2693 123 2755']
                growth               growth ['P1,150 2693 409 2771']
                    of                   of ['P1,443 2693 521 2771']
                 which                which ['P1,541 2693 756 2755']
                    on                   on ['P1,790 2715 875 2755']
           surrounding          surrounding ['P1,909 2693 1367 2771']
                 muddy                muddy ['P1,1398 2693 1650 2771']
               bottoms              bottoms ['P1,1686 2693 1968 2755']
                   was                  was ['P1,2001 2715 2137 2755']
                  very                 very ['P1,18 2807 161 2862']
               limited              limited ['P1,198 2784 460 2847']
                    or                   or ['P1,493 2807 568 2847']
            impossible           impossible ['P1,602 2784 993 2862']
.                    .                      ['P1,602 2784 993 2862']
X        Sedimentation       Sedim.entation ['P1,1034 2784 1564 2847']
                  rate                 rate ['P1,1598 2794 1748 2859']
                     ,                    , ['P1,1598 2794 1748 2859']
             substrate            substrate ['P1,1788 2784 2132 2859']
                     ,                    , ['P1,1788 2784 2132 2859']
            bathymetry           bathymetry ['P1,18 2875 431 2953']
                     ,                    , ['P1,18 2875 431 2953']
                 light                light ['P1,463 2875 647 2953']
                     ,                    , ['P1,463 2875 647 2953']
             nutrients            nutrients ['P1,679 2877 1020 2949']
                     ,                    , ['P1,679 2877 1020 2949']
           oxygenation          oxygenation ['P1,1051 2877 1493 2953']
                     ,                    , ['P1,1051 2877 1493 2953']
                   and                  and ['P1,1523 2875 1666 2937']
         environmental        environmental ['P1,1687 2877 2136 2937', 'P1,17 2967 114 3029']
                     (                    ( ['P1,152 2967 398 3038']
                 water                water ['P1,152 2967 398 3038']
                     )                    ) ['P1,152 2967 398 3038']
                energy               energy ['P1,435 2986 670 3044']
            determined           determined ['P1,706 2966 1117 3029']
                   the                  the ['P1,1153 2966 1260 3029']
X      eco-sedimentary      ecosediment-ary ['P1,1295 2966 1882 3044']
            conditions           conditions ['P1,1915 2967 2134 3029', 'P1,17 3059 189 3119']
           responsible          responsible ['P1,236 3057 639 3135']
                   for                  for ['P1,680 3057 786 3135']
                   the                  the ['P1,830 3057 937 3119']
            occurrence           occurrence ['P1,983 3079 1365 3119']
                   and                  and ['P1,1411 3057 1554 3119']
           composition          composition ['P1,1597 3059 2029 3135']
                    of                   of ['P1,2074 3057 2152 3135']
         spongiolithic        spongiolithic ['P1,15 3147 481 3225']
                facies               facies ['P1,517 3147 720 3225']
                    in                   in ['P1,765 3149 835 3210']
                   the                  the ['P1,880 3148 986 3210']
                  area                 area ['P1,1028 3170 1189 3210']
               studied              studied ['P1,1230 3147 1512 3210']
.                    .                      ['P1,1230 3147 1512 3210']
X           Throughout          Through.out ['P1,1564 3147 1989 3225']
                   the                  the ['P1,2031 3148 2137 3210']
                  Late                 Late ['P1,12 3240 173 3301']
             Oxfordian            Oxfordian ['P1,215 3239 583 3317']
                   and                  and ['P1,622 3239 764 3301']
                   the                  the ['P1,803 3239 910 3301']
              earliest             earliest ['P1,948 3239 1216 3301']
          Kimmeridgian         Kimmeridgian ['P1,1249 3239 1802 3317']
                     ,                    , ['P1,1249 3239 1802 3317']
                   the                  the ['P1,1848 3239 1954 3301']
           progressive          progressive ['P1,1984 3261 2134 3317', 'P1,9 3332 298 3408']
              increase             increase ['P1,323 3332 616 3393']
X                   in                    n ['P1,641 3332 712 3393']
                   the                  the ['P1,737 3331 844 3393']
                  rate                 rate ['P1,867 3340 1006 3393']
                    of                   of ['P1,1029 3330 1107 3408']
         sedimentation        sedimentation ['P1,1114 3331 1640 3405']
                     ,                    , ['P1,1114 3331 1640 3405']
            especially           especially ['P1,1668 3330 2018 3408']
X                in?ux                nflux ['P1,2040 3332 2135 3393', 'P1,10 3421 149 3499']
                    of                   of ['P1,192 3421 269 3499']
        siliciclastics       siliciclastics ['P1,298 3421 751 3495']
                     ,                    , ['P1,298 3421 751 3495']
                forced               forced ['P1,795 3421 1020 3499']
                   the                  the ['P1,1063 3421 1169 3483']
         disappearance        disappearance ['P1,1213 3421 1742 3499']
                    of                   of ['P1,1785 3421 1863 3499']
                sponge               sponge ['P1,1891 3440 2136 3499']
X   bioherms-microbial    biohermsmicrobial ['P1,17 3512 722 3575']
            lithoherms           lithoherms ['P1,743 3512 1133 3575']
                  from                 from ['P1,1149 3512 1326 3590']
                   the                  the ['P1,1350 3512 1457 3575']
              Prebetic             Prebetic ['P1,1477 3512 1769 3575']
                 shelf                shelf ['P1,1790 3512 1973 3590']
          INTRODUCTION         INTRODUCTION ['P2,743 82 1416 144']
         Spongiolithic        Spongiolithic ['P2,101 233 582 311']
                facies               facies ['P2,623 233 828 295']
                     (                    ( ['P2,872 233 1462 311']
        sponge-bearing       sponge-bearing ['P2,872 233 1462 311']
                facies               facies ['P2,1500 233 1732 304']
                     )                    ) ['P2,1500 233 1732 304']
             developed            developed ['P2,1774 233 2138 311']
                widely               widely ['P2,16 323 258 401']
                    in                   in ['P2,290 325 363 385']
                   the                  the ['P2,395 324 512 386']
              northern             northern ['P2,547 323 876 386']
                margin               margin ['P2,908 325 1176 401']
                    of                   of ['P2,1210 323 1283 386']
                   the                  the ['P2,1306 324 1423 386']
                Tethys               Tethys ['P2,1457 323 1708 401']
                during               during ['P2,1743 324 1990 401']
                   the                  the ['P2,2019 324 2137 386']
                  Late                 Late ['P2,18 415 183 476']
              Jurassic             Jurassic ['P2,211 415 536 476']
                     .                    . ['P2,211 415 536 476']
         Spongiolithic        Spongiolithic ['P2,571 414 1052 492']
             sediments            sediments ['P2,1081 414 1453 476']
                  have                 have ['P2,1480 414 1654 476']
                  been                 been ['P2,1681 414 1854 476']
X             recorded            record-ed ['P2,1881 414 2137 476', 'P2,18 505 101 568']
                    in                   in ['P2,129 507 202 567']
               Romania              Romania ['P2,231 507 581 582']
                     ,                    , ['P2,231 507 581 582']
                Poland               Poland ['P2,613 505 888 582']
                     ,                    , ['P2,613 505 888 582']
              southern             southern ['P2,922 505 1249 568']
               Germany              Germany ['P2,1279 505 1641 583']
                     ,                    , ['P2,1279 505 1641 583']
           Switzerland          Switzerland ['P2,1674 505 2137 581']
                     ,                    , ['P2,1674 505 2137 581']
                France               France ['P2,17 597 292 672']
                     ,                    , ['P2,17 597 292 672']
                 Spain                Spain ['P2,348 596 578 674']
                     ,                    , ['P2,348 596 578 674']
                   and                  and ['P2,632 596 769 658']
              Portugal             Portugal ['P2,819 596 1139 674']
                     (                    ( ['P2,1190 596 1514 672']
                Tramer               Tramer ['P2,1190 596 1514 672']
                     ,                    , ['P2,1190 596 1514 672']
                  1982                 1982 ['P2,1571 598 1761 672']
                     ;                    ; ['P2,1571 598 1761 672']
              Gaillard             Gaillard ['P2,1813 596 2137 672']
                     ,                    , ['P2,1813 596 2137 672']
                  1983                 1983 ['P2,23 690 212 764']
                     ,                    , ['P2,23 690 212 764']
                  1984                 1984 ['P2,241 690 431 764']
                     ;                    ; ['P2,241 690 431 764']
                Werner               Werner ['P2,451 689 749 764']
                     ,                    , ['P2,451 689 749 764']
                  1986                 1986 ['P2,778 690 968 764']
                     ;                    ; ['P2,778 690 968 764']
               Ramalho              Ramalho ['P2,989 687 1339 764']
                     ,                    , ['P2,989 687 1339 764']
                  1988                 1988 ['P2,1367 690 1556 764']
                     ;                    ; ['P2,1367 690 1556 764']
         Matyszkiewicz        Matyszkiewicz ['P2,1575 688 2138 765']
                     ,                    , ['P2,1575 688 2138 765']
                  1989                 1989 ['P2,23 780 212 854']
                     ,                    , ['P2,23 780 212 854']
                  1997                 1997 ['P2,256 780 446 854']
                     ;                    ; ['P2,256 780 446 854']
    Pomoni-Papaioannou   Pomoni-Papaioannou ['P2,484 779 1275 856']
                    et                   et ['P2,1311 783 1379 840']
                   al.                  al. ['P2,1415 778 1521 854']
                     ,                    , ['P2,1415 778 1521 854']
                  1989                 1989 ['P2,1564 780 1754 854']
                     ;                    ; ['P2,1564 780 1754 854']
              Brachert             Brachert ['P2,1790 778 2136 854']
                     ,                    , ['P2,1790 778 2136 854']
                  1991                 1991 ['P2,23 872 213 946']
                     ;                    ; ['P2,23 872 213 946']
                  Lang                 Lang ['P2,236 871 442 947']
                     ,                    , ['P2,236 871 442 947']
                  1991                 1991 ['P2,470 872 660 946']
                     ;                    ; ['P2,470 872 660 946']
            Leinfelder           Leinfelder ['P2,683 869 1062 932']
                    et                   et ['P2,1081 875 1149 932']
                   al.                  al. ['P2,1169 869 1275 945']
                     ,                    , ['P2,1169 869 1275 945']
                 1993a                1993a ['P2,1303 872 1537 945']
                     ,                    , ['P2,1303 872 1537 945']
                  1994                 1994 ['P2,1564 872 1754 946']
                     ;                    ; ['P2,1564 872 1754 946']
                Werner               Werner ['P2,1772 871 2053 932']
                    et                   et ['P2,2070 875 2139 932']
                   al.                  al. ['P2,19 960 125 1036']
                     ,                    , ['P2,19 960 125 1036']
                  1994                 1994 ['P2,156 962 346 1036']
                     ;                    ; ['P2,156 962 346 1036']
               Reitner              Reitner ['P2,371 961 649 1022']
                   and                  and ['P2,671 960 808 1022']
                     N                    N ['P2,829 961 894 1022']
              euweiler             euweiler ['P2,897 960 1231 1036']
                     ,                    , ['P2,897 960 1231 1036']
                  1995                 1995 ['P2,1261 960 1475 1031']
                     )                    ) ['P2,1261 960 1475 1031']
                     .                    . ['P2,1261 960 1475 1031']
                     A                    A ['P2,1498 960 1559 1021']
X    paleogeographical   paleogeograph-ical ['P2,1576 960 2137 1038', 'P2,16 1052 144 1114']
                sketch               sketch ['P2,169 1051 406 1114']
               showing              showing ['P2,430 1052 734 1129']
                   the                  the ['P2,754 1052 872 1114']
          distribution         distribution ['P2,896 1051 1332 1114']
                    of                   of ['P2,1354 1051 1427 1114']
             siliceous            siliceous ['P2,1440 1052 1748 1114']
                sponge               sponge ['P2,1772 1072 2022 1129']
X               facies              fa-cies ['P2,2043 1051 2137 1114', 'P2,18 1144 151 1204']
                    in                   in ['P2,183 1144 256 1203']
                Europe               Europe ['P2,288 1143 553 1220']
                   has                  has ['P2,585 1142 713 1204']
                  been                 been ['P2,745 1142 919 1204']
              provided             provided ['P2,950 1142 1270 1220']
                    by                   by ['P2,1300 1142 1389 1220']
              Krautter             Krautter ['P2,1420 1143 1748 1204']
                     (                    ( ['P2,1779 1142 2025 1213']
                  1998                 1998 ['P2,1779 1142 2025 1213']
                     )                    ) ['P2,1779 1142 2025 1213']
                     .                    . ['P2,1779 1142 2025 1213']
                    In                   In ['P2,2060 1143 2138 1203']
                 Spain                Spain ['P2,19 1233 249 1311']
                     ,                    , ['P2,19 1233 249 1311']
                   the                  the ['P2,287 1233 404 1296']
              presence             presence ['P2,440 1255 761 1311']
                    of                   of ['P2,797 1233 871 1296']
               sponges              sponges ['P2,897 1254 1185 1311']
                    in                   in ['P2,1220 1235 1293 1295']
             Oxfordian            Oxfordian ['P2,1329 1233 1699 1296']
              deposits             deposits ['P2,1734 1233 2031 1311']
                    in                   in ['P2,2066 1235 2139 1295']
                   the                  the ['P2,16 1324 134 1386']
              southern             southern ['P2,167 1324 495 1386']
               Iberian              Iberian ['P2,525 1324 794 1386']
                margin               margin ['P2,823 1326 1091 1402']
                   has                  has ['P2,1119 1324 1247 1386']
                  long                 long ['P2,1278 1324 1436 1402']
                  been                 been ['P2,1461 1324 1635 1386']
                 known                known ['P2,1663 1324 1912 1386']
                     (                    ( ['P2,1941 1324 2137 1395', 'P2,17 1415 171 1491']
X               Behmel               Beh-me ['P2,1941 1324 2137 1395', 'P2,17 1415 171 1491']
X                    ,                   l, ['P2,1941 1324 2137 1395', 'P2,17 1415 171 1491']
                  1970                 1970 ['P2,204 1418 394 1492']
                     ;                    ; ['P2,204 1418 394 1492']
              Fourcade             Fourcade ['P2,422 1415 783 1491']
                     ,                    , ['P2,422 1415 783 1491']
                  1970                 1970 ['P2,816 1418 1006 1492']
                     ;                    ; ['P2,816 1418 1006 1492']
                 Azema                Azema ['P2,1030 1415 1286 1478']
                    et                   et ['P2,1310 1421 1379 1478']
                   al.                  al. ['P2,1403 1415 1510 1491']
                     ,                    , ['P2,1403 1415 1510 1491']
                  1971                 1971 ['P2,1543 1418 1733 1492']
                     ;                    ; ['P2,1543 1418 1733 1492']
             Jerez-Mir            Jerez-Mir ['P2,1757 1417 2137 1491']
                     ,                    , ['P2,1757 1417 2137 1491']
                  1973                 1973 ['P2,23 1508 213 1582']
                     ;                    ; ['P2,23 1508 213 1582']
    Rodriguez-Estrella   Rodriguez-Estrella ['P2,254 1506 970 1584']
                     ,                    , ['P2,254 1506 970 1584']
                  1978                 1978 ['P2,1018 1506 1234 1582']
                     )                    ) ['P2,1018 1506 1234 1582']
                     ,                    , ['P2,1018 1506 1234 1582']
              although             although ['P2,1277 1506 1605 1584']
              detailed             detailed ['P2,1644 1506 1938 1568']
                  data                 data ['P2,1976 1506 2140 1568']
             Copyright            Copyright ['P2,18 1647 299 1705']
                     ?                    ? ['P2,324 1651 366 1693']
                  2003                 2003 ['P2,393 1648 539 1702']
                     ,                    , ['P2,393 1648 539 1702']
                  SEPM                 SEPM ['P2,564 1647 730 1694']
X                    (                    { ['P2,755 1647 988 1705']
               Society              Society ['P2,755 1647 988 1705']
                   for                  for ['P2,1008 1647 1087 1694']
           Sedimentary          Sedimentary ['P2,1110 1647 1470 1705']
               Geology              Geology ['P2,1491 1647 1749 1705']
                     )                    ) ['P2,1491 1647 1749 1705']
                    on                   on ['P2,9 1882 97 1923']
                sponge               sponge ['P2,131 1881 383 1939']
                facies               facies ['P2,417 1861 624 1923']
                   are                  are ['P2,659 1882 775 1923']
                scarce               scarce ['P2,811 1882 1035 1923']
                    in                   in ['P2,1068 1863 1141 1922']
            geological           geological ['P2,1173 1861 1535 1939']
            literature           literature ['P2,1566 1861 1941 1923']
                     .                    . ['P2,1566 1861 1941 1923']
                  Late                 Late ['P2,1976 1862 2143 1923']
              Jurassic             Jurassic ['P2,7 1952 317 2013']
           lithofacies          lithofacies ['P2,340 1950 718 2013']
                  with                 with ['P2,740 1951 909 2013']
                sponge               sponge ['P2,933 1971 1185 2028']
               remains              remains ['P2,1208 1952 1510 2013']
                  from                 from ['P2,1532 1950 1706 2013']
                   the                  the ['P2,1726 1950 1844 2013']
               eastern              eastern ['P2,1868 1956 2145 2013']
                sector               sector ['P2,11 2045 228 2102']
                    of                   of ['P2,259 2039 333 2102']
                   the                  the ['P2,353 2039 471 2102']
              Prebetic             Prebetic ['P2,503 2039 808 2102']
                  Zone                 Zone ['P2,839 2040 1016 2102']
                   and                  and ['P2,1049 2039 1186 2102']
                    in                   in ['P2,1216 2041 1289 2101']
                   the                  the ['P2,1319 2039 1437 2102']
               Iberian              Iberian ['P2,1470 2039 1740 2102']
            Cordillera           Cordillera ['P2,1771 2039 2146 2102']
                  have                 have ['P2,8 2130 184 2192']
                  been                 been ['P2,219 2130 393 2192']
               studied              studied ['P2,430 2129 703 2192']
                    by                   by ['P2,736 2129 825 2207']
               several              several ['P2,861 2129 1123 2192']
               authors              authors ['P2,1161 2130 1444 2192']
                     (                    ( ['P2,1480 2129 1728 2207']
                 Geyer                Geyer ['P2,1480 2129 1728 2207']
                   and                  and ['P2,1763 2129 1901 2192']
X            Pelleduhn            Pelle-duh ['P2,1935 2130 2142 2192', 'P2,10 2219 220 2295']
X                    ,                   n, ['P2,1935 2130 2142 2192', 'P2,10 2219 220 2295']
                  1979                 1979 ['P2,249 2221 440 2295']
                     ;                    ; ['P2,249 2221 440 2295']
                Deusch               Deusch ['P2,461 2219 734 2281']
                    et                   et ['P2,754 2225 823 2281']
                   al.                  al. ['P2,843 2219 949 2295']
                     ,                    , ['P2,843 2219 949 2295']
                  1990                 1990 ['P2,977 2221 1167 2295']
                     ,                    , ['P2,977 2221 1167 2295']
                  1991                 1991 ['P2,1195 2221 1386 2295']
                     ;                    ; ['P2,1195 2221 1386 2295']
                Pisera               Pisera ['P2,1406 2220 1660 2295']
                     ,                    , ['P2,1406 2220 1660 2295']
                  1991                 1991 ['P2,1686 2221 1877 2295']
                     ;                    ; ['P2,1686 2221 1877 2295']
X             Krautter             Kraut-te ['P2,1895 2220 2142 2281', 'P2,8 2315 132 2385']
X                    ,                   r, ['P2,1895 2220 2142 2281', 'P2,8 2315 132 2385']
                  1995                 1995 ['P2,164 2312 354 2385']
                     ,                    , ['P2,164 2312 354 2385']
                  1997                 1997 ['P2,386 2310 601 2381']
                     )                    ) ['P2,386 2310 601 2381']
                     .                    . ['P2,386 2310 601 2381']
                    In                   In ['P2,629 2311 708 2371']
                   the                  the ['P2,729 2310 847 2372']
               central              central ['P2,872 2309 1131 2372']
                sector               sector ['P2,1155 2315 1372 2372']
                    of                   of ['P2,1393 2309 1467 2372']
                   the                  the ['P2,1478 2309 1596 2372']
