                 Cerro                Cerro ['P1,1895 1165 1985 1192']
               Barcino              Barcino ['P1,2003 1164 2126 1192']
             Formation            Formation ['P1,33 1208 204 1236']
                    of                   of ['P1,220 1208 254 1236']
              northern             northern ['P1,265 1208 404 1236']
                Chubut               Chubut ['P1,419 1208 548 1242']
                     ,                    , ['P1,419 1208 548 1242']
             Argentina            Argentina ['P1,564 1208 724 1244']
                   are                  are ['P1,739 1217 786 1236']
             described            described ['P1,802 1208 958 1236']
                     .                    . ['P1,802 1208 958 1236']
              Together             Together ['P1,975 1208 1119 1244']
                  with                 with ['P1,1133 1208 1202 1236']
                   the                  the ['P1,1217 1208 1264 1236']
                 fauna                fauna ['P1,1279 1208 1369 1236']
                  from                 from ['P1,1384 1208 1461 1236']
                   the                  the ['P1,1476 1208 1523 1236']
                    La                   La ['P1,1539 1209 1581 1236']
                Amarga               Amarga ['P1,1595 1208 1724 1244']
             Formation            Formation ['P1,1739 1208 1911 1236']
                    of                   of ['P1,1926 1208 1961 1236']
X              Neuqu?n              Neuquen ['P1,1972 1209 2125 1244']
                     ,                    , ['P1,1972 1209 2125 1244']
             Argentina            Argentina ['P1,31 1254 200 1289']
                     ,                    , ['P1,31 1254 200 1289']
                  this                 this ['P1,219 1254 275 1282']
              material             material ['P1,292 1254 423 1282']
             represent            represent ['P1,441 1258 586 1289']
                   the                  the ['P1,603 1254 651 1282']
                oldest               oldest ['P1,670 1254 762 1282']
                 known                known ['P1,780 1254 888 1282']
            Cretaceous           Cretaceous ['P1,906 1255 1081 1282']
              dinosaur             dinosaur ['P1,1099 1254 1238 1282']
                 fauna                fauna ['P1,1255 1254 1346 1282']
                  from                 from ['P1,1363 1254 1440 1282']
                 South                South ['P1,1458 1254 1551 1282']
               America              America ['P1,1568 1254 1711 1282']
                     .                    . ['P1,1568 1254 1711 1282']
                    It                   It ['P1,1731 1255 1756 1282']
              includes             includes ['P1,1773 1254 1901 1282']
               remains              remains ['P1,1919 1254 2043 1282']
                    of                   of ['P1,2061 1254 2096 1282']
                     a                    a ['P1,2110 1263 2127 1282']
              probable             probable ['P1,32 1298 173 1334']
         titanosaurian        titanosaurian ['P1,185 1298 396 1326']
              sauropod             sauropod ['P1,409 1298 558 1334']
                   and                  and ['P1,571 1298 629 1326']
                    an                   an ['P1,642 1307 679 1326']
          abelisaurian         abelisaurian ['P1,692 1298 892 1332']
                     ,                    , ['P1,692 1298 892 1332']
              probable             probable ['P1,905 1298 1046 1334']
           abelisaurid          abelisaurid ['P1,1059 1298 1241 1332']
                     ,                    , ['P1,1059 1298 1241 1332']
              theropod             theropod ['P1,1255 1298 1408 1334']
                     .                    . ['P1,1255 1298 1408 1334']
                  This                 This ['P1,1422 1298 1491 1326']
                    is                   is ['P1,1503 1298 1526 1326']
                   the                  the ['P1,1539 1298 1586 1326']
                oldest               oldest ['P1,1599 1298 1692 1326']
                record               record ['P1,1704 1298 1806 1326']
                    of                   of ['P1,1819 1298 1853 1326']
           titanosaurs          titanosaurs ['P1,1862 1298 2038 1326']
                  from                 from ['P1,2050 1298 2128 1326']
                 South                South ['P1,33 1344 126 1372']
               America              America ['P1,141 1344 276 1372']
                   and                  and ['P1,292 1344 350 1372']
                   the                  the ['P1,366 1344 414 1372']
                oldest               oldest ['P1,431 1344 523 1372']
                record               record ['P1,539 1344 640 1372']
                    of                   of ['P1,657 1344 692 1372']
          abelisaurids         abelisaurids ['P1,704 1344 891 1372']
              globally             globally ['P1,908 1344 1042 1379']
                     .                    . ['P1,908 1344 1042 1379']
                   The                  The ['P1,1060 1344 1121 1372']
              presence             presence ['P1,1136 1353 1271 1379']
                    of                   of ['P1,1287 1344 1322 1372']
                  both                 both ['P1,1334 1344 1407 1372']
                 small                small ['P1,1424 1344 1627 1372']
X                    ?                    - ['P1,1424 1344 1627 1372']
                bodied               bodied ['P1,1424 1344 1627 1372']
            noasaurids           noasaurids ['P1,1643 1344 1815 1372']
                    in                   in ['P1,1831 1344 1860 1371']
                   the                  the ['P1,1876 1344 1924 1372']
                    La                   La ['P1,1941 1345 1983 1372']
                Amarga               Amarga ['P1,1998 1344 2127 1379']
             Formation            Formation ['P1,33 1388 204 1416']
                   and                  and ['P1,219 1388 277 1416']
          medium-sized         medium-sized ['P1,292 1388 607 1423']
                     ?                    ? ['P1,292 1388 607 1423']
X                1arge              ??large ['P1,292 1388 607 1423']
          abelisaurids         abelisaurids ['P1,623 1388 810 1416']
                    in                   in ['P1,825 1388 855 1415']
                   the                  the ['P1,869 1388 917 1416']
                 Cerro                Cerro ['P1,933 1389 1023 1416']
               Barcino              Barcino ['P1,1039 1388 1162 1416']
             Formation            Formation ['P1,1178 1388 1358 1421']
                     ,                    , ['P1,1178 1388 1358 1421']
                    in                   in ['P1,1374 1388 1404 1415']
                   the                  the ['P1,1419 1388 1466 1416']
                middle               middle ['P1,1481 1388 1589 1416']
                 Lower                Lower ['P1,1604 1389 1706 1416']
            Cretaceous           Cretaceous ['P1,1721 1389 1896 1416']
                    of                   of ['P1,1912 1388 1946 1416']
             Argentina            Argentina ['P1,1957 1388 2125 1423']
                     ,                    , ['P1,1957 1388 2125 1423']
             indicates            indicates ['P1,32 1433 170 1461']
                  that                 that ['P1,184 1433 247 1461']
          abelisaurian         abelisaurian ['P1,261 1433 453 1461']
X       diversi?cation      diversification ['P1,467 1433 690 1461']
                 began                began ['P1,704 1433 798 1468']
                  well                 well ['P1,811 1433 874 1461']
                before               before ['P1,887 1433 987 1461']
                   the                  the ['P1,1001 1433 1048 1461']
X                 ?nal                final ['P1,1062 1433 1131 1461']
         fragmentation        fragmentation ['P1,1145 1433 1371 1468']
                    of                   of ['P1,1385 1433 1420 1461']
              Gondwana             Gondwana ['P1,1431 1433 1614 1461']
                     .                    . ['P1,1431 1433 1614 1461']
               Whereas              Whereas ['P1,1629 1433 1766 1461']
                  this                 this ['P1,1781 1433 1836 1461']
              explains             explains ['P1,1851 1433 1979 1468']
                   the                  the ['P1,1993 1433 2041 1461']
                  wide                 wide ['P1,2054 1433 2127 1461']
          distribution         distribution ['P1,32 1478 218 1506']
                    of                   of ['P1,232 1478 267 1506']
            abelisaurs           abelisaurs ['P1,277 1478 433 1506']
                    in                   in ['P1,447 1478 477 1505']
                   the                  the ['P1,490 1478 538 1506']
                  Late                 Late ['P1,552 1479 622 1506']
            Cretaceous           Cretaceous ['P1,637 1479 821 1511']
                     ,                    , ['P1,637 1479 821 1511']
               reasons              reasons ['P1,836 1487 953 1506']
                 other                other ['P1,968 1478 1051 1506']
                  than                 than ['P1,1064 1478 1135 1506']
            vicariance           vicariance ['P1,1148 1478 1307 1506']
                  must                 must ['P1,1320 1482 1398 1506']
                    be                   be ['P1,1411 1478 1447 1506']
               invoked              invoked ['P1,1460 1478 1587 1506']
                   for                  for ['P1,1600 1478 1647 1506']
                 their                their ['P1,1660 1478 1733 1506']
              apparent             apparent ['P1,1746 1482 1887 1513']
               absence              absence ['P1,1901 1478 2023 1506']
                    in                   in ['P1,2036 1478 2066 1505']
                   the                  the ['P1,2079 1478 2127 1506']
X                    ?                    ' ['P1,33 1523 158 1551']
                middle               middle ['P1,33 1523 158 1551']
X                    ?                    ' ['P1,33 1523 158 1551']
            Cretaceous           Cretaceous ['P1,174 1523 349 1551']
                    of                   of ['P1,364 1523 399 1551']
                Africa               Africa ['P1,409 1523 516 1551']
                     .                    . ['P1,409 1523 516 1551']
                     ?                    ? ['P1,34 1569 67 1602']
                  2003                 2003 ['P1,82 1569 154 1596']
              Elsevier             Elsevier ['P1,170 1568 294 1596']
                  Ltd.                 Ltd. ['P1,308 1568 372 1596']
.                    .                      ['P1,308 1568 372 1596']
                   All                  All ['P1,387 1568 436 1595']
                rights               rights ['P1,449 1568 538 1603']
              reserved             reserved ['P1,553 1568 691 1596']
                     .                    . ['P1,553 1568 691 1596']
              Keywords             Keywords ['P1,31 1659 176 1690']
                     :                    : ['P1,31 1659 176 1690']
             Barremian            Barremian ['P1,191 1659 347 1689']
                     ;                    ; ['P1,191 1659 347 1689']
             Argentina            Argentina ['P1,360 1659 510 1690']
                     ;                    ; ['P1,360 1659 510 1690']
                Chubut               Chubut ['P1,524 1659 631 1684']
                 Group                Group ['P1,644 1659 745 1690']
                     ;                    ; ['P1,644 1659 745 1690']
             Theropoda            Theropoda ['P1,759 1659 923 1690']
                     ;                    ; ['P1,759 1659 923 1690']
         Abelisauridae        Abelisauridae ['P1,936 1659 1139 1689']
                     ;                    ; ['P1,936 1659 1139 1689']
             Sauropoda            Sauropoda ['P1,1154 1659 1315 1690']
                     ;                    ; ['P1,1154 1659 1315 1690']
          Titanosauria         Titanosauria ['P1,1329 1659 1510 1684']
                     1                    1 ['P1,12 1895 67 1954']
                     .                    . ['P1,12 1895 67 1954']
          Introduction         Introduction ['P1,94 1894 519 1954']
             Argentina            Argentina ['P1,108 2093 464 2170']
                   has                  has ['P1,499 2093 614 2154']
               yielded              yielded ['P1,651 2093 900 2170']
                  some                 some ['P1,937 2113 1114 2154']
                    of                   of ['P1,1152 2093 1229 2154']
                   the                  the ['P1,1257 2093 1363 2154']
               richest              richest ['P1,1400 2093 1630 2154']
                   and                  and ['P1,1666 2093 1795 2154']
                  most                 most ['P1,1830 2102 2002 2154']
           interesting          interesting ['P1,9 2191 377 2269']
              dinosaur             dinosaur ['P1,400 2191 709 2253']
                faunas               faunas ['P1,731 2192 962 2253']
                 known                known ['P1,986 2192 1226 2253']
                     (                    ( ['P1,1251 2192 1378 2269']
                   see                  see ['P1,1251 2192 1378 2269']
             Bonaparte            Bonaparte ['P1,1403 2194 1789 2269']
                     ,                    , ['P1,1403 2194 1789 2269']
                  1996                 1996 ['P1,1824 2193 1998 2265']
                     ;                    ; ['P1,1824 2193 1998 2265']
                 Novas                Novas ['P1,8 2294 254 2365']
                     ,                    , ['P1,8 2294 254 2365']
                  1997                 1997 ['P1,296 2292 497 2369']
                     )                    ) ['P1,296 2292 497 2369']
                     .                    . ['P1,296 2292 497 2369']
               Diverse              Diverse ['P1,533 2291 798 2353']
                faunas               faunas ['P1,829 2291 1059 2353']
                   are                  are ['P1,1092 2311 1197 2353']
            especially           especially ['P1,1229 2291 1563 2369']
                  well                 well ['P1,1592 2291 1731 2353']
                 known                known ['P1,1762 2291 2002 2353']
                  from                 from ['P1,9 2390 181 2451']
                   the                  the ['P1,242 2390 348 2451']
                latest               latest ['P1,410 2390 595 2451']
                 Early                Early ['P1,658 2390 847 2468']
                   and                  and ['P1,910 2390 1039 2451']
                  most                 most ['P1,1099 2399 1272 2451']
                  ages                 ages ['P1,1334 2410 1480 2468']
                    of                   of ['P1,1545 2390 1622 2451']
                   the                  the ['P1,1676 2390 1781 2451']
                  Late                 Late ['P1,1845 2393 2001 2451']
            Cretaceous           Cretaceous ['P1,11 2490 399 2550']
                     (                    ( ['P1,448 2489 719 2566']
                 Novas                Novas ['P1,448 2489 719 2566']
                     ,                    , ['P1,448 2489 719 2566']
                  1997                 1997 ['P1,777 2489 977 2566']
                     )                    ) ['P1,777 2489 977 2566']
                     .                    . ['P1,777 2489 977 2566']
                  Rare                 Rare ['P1,1029 2491 1199 2550']
        ornithischians       ornithischians ['P1,1247 2489 1740 2550']
                   and                  and ['P1,1789 2489 1918 2550']
                     a                    a ['P1,1965 2509 2002 2550']
                  wide                 wide ['P1,8 2588 170 2649']
               variety              variety ['P1,198 2588 439 2665']
                    of                   of ['P1,469 2588 545 2649']
           saurischian          saurischian ['P1,567 2588 960 2649']
                  taxa                 taxa ['P1,989 2597 1138 2649']
                  were                 were ['P1,1165 2608 1326 2649']
               present              present ['P1,1355 2597 1608 2665']
                during               during ['P1,1637 2588 1867 2665']
                   the                  the ['P1,1895 2588 2001 2649']
                 early                early ['P1,10 2687 181 2764']
                  Late                 Late ['P1,216 2689 372 2748']
            Cretaceous           Cretaceous ['P1,408 2688 816 2760']
                     ,                    , ['P1,408 2688 816 2760']
                   the                  the ['P1,855 2687 960 2748']
                latter               latter ['P1,995 2687 1181 2748']
             including            including ['P1,1214 2686 1541 2764']
          abelisaurian         abelisaurian ['P1,1576 2686 2002 2748']
                     (                    ( ['P1,11 2786 361 2864']
              Martinez             Martinez ['P1,11 2786 361 2864']
                    et                   et ['P1,426 2795 487 2847']
                   al.                  al. ['P1,552 2786 653 2860']
                     ,                    , ['P1,552 2786 653 2860']
                  1986                 1986 ['P1,729 2787 903 2860']
                     ;                    ; ['P1,729 2787 903 2860']
             Bonaparte            Bonaparte ['P1,973 2789 1360 2864']
                     ,                    , ['P1,973 2789 1360 2864']
                  1991                 1991 ['P1,1436 2787 1610 2860']
                     ;                    ; ['P1,1436 2787 1610 2860']
                 Coria                Coria ['P1,1679 2786 1877 2847']
X                    &                    k ['P1,1942 2787 2002 2847']
               Salgado              Salgado ['P1,12 2885 310 2963']
                     ,                    , ['P1,12 2885 310 2963']
                  2000                 2000 ['P1,352 2887 533 2959']
                     ;                    ; ['P1,352 2887 533 2959']
               Lamanna              Lamanna ['P1,576 2887 912 2946']
                    et                   et ['P1,950 2894 1010 2946']
                   al.                  al. ['P1,1049 2885 1150 2959']
                     ,                    , ['P1,1049 2885 1150 2959']
                  2002                 2002 ['P1,1192 2885 1401 2962']
                     )                    ) ['P1,1192 2885 1401 2962']
                     ,                    , ['P1,1192 2885 1401 2962']
                 basal                basal ['P1,1442 2885 1622 2946']
             tetanuran            tetanuran ['P1,1661 2894 2002 2946']
                     (                    ( ['P1,11 2984 236 3061']
                 Coria                Coria ['P1,11 2984 236 3061']
X                    &                   &, ['P1,270 2985 330 3045']
               Salgado              Salgado ['P1,367 2984 664 3061']
                     ,                    , ['P1,367 2984 664 3061']
                  1995                 1995 ['P1,710 2984 891 3061']
                     )                    ) ['P1,710 2984 891 3061']
                   and                  and ['P1,928 2984 1057 3045']
        coelurosaurian       coelurosaurian ['P1,1090 2984 1614 3045']
             theropods            theropods ['P1,1648 2984 2001 3061']
                     (                    ( ['P1,11 3083 425 3160']
             Bonaparte            Bonaparte ['P1,11 3083 425 3160']
                     ,                    , ['P1,11 3083 425 3160']
                  1991                 1991 ['P1,469 3084 643 3156']
                     ;                    ; ['P1,469 3084 643 3156']
                 Novas                Novas ['P1,678 3085 924 3156']
                     ,                    , ['P1,678 3085 924 3156']
                  1996                 1996 ['P1,968 3084 1142 3156']
                     ,                    , ['P1,968 3084 1142 3156']
                  1998                 1998 ['P1,1187 3084 1360 3156']
                     ;                    ; ['P1,1187 3084 1360 3156']
                 Novas                Novas ['P1,1396 3085 1622 3144']
X                    &                  8r, ['P1,1656 3084 1716 3144']
                Puerta               Puerta ['P1,1749 3085 1998 3156']
                     ,                    , ['P1,1749 3085 1998 3156']
                  1997                 1997 ['P1,17 3183 198 3260']
                     )                    ) ['P1,17 3183 198 3260']
                   and                  and ['P1,234 3182 362 3244']
        rebbachisaurid       rebbachisaurid ['P1,395 3182 918 3244']
                     (                    ( ['P1,952 3182 1184 3260']
                 Calvo                Calvo ['P1,952 3182 1184 3260']
                     &                    & ['P1,1219 3184 1280 3244']
               Salgado              Salgado ['P1,1315 3182 1612 3260']
                     ,                    , ['P1,1315 3182 1612 3260']
                  1995                 1995 ['P1,1656 3183 1837 3260']
                     )                    ) ['P1,1656 3183 1837 3260']
                   and                  and ['P1,1873 3182 2002 3244']
X                    1                    ' ['P1,55 3371 68 3400']
               Current              Current ['P1,110 3380 330 3428']
               address              address ['P1,401 3379 624 3428']
                     :                    : ['P1,401 3379 624 3428']
              Institut             Institut ['P1,699 3379 905 3428']
                   fur                  fur ['P1,974 3379 1057 3428']
         Palaontologie        Palaontologie ['P1,1126 3379 1531 3441']
                     ,                    , ['P1,1126 3379 1531 3441']
                Museum               Museum ['P1,1605 3381 1851 3428']
X                 fiir                  fur ['P1,1920 3379 2003 3428']
            Naturkunde           Naturkunde ['P1,8 3460 354 3510']
                   der                  der ['P1,397 3460 485 3510']
              Humboldt             Humboldt ['P1,527 3460 820 3510']
X         Universit?it         Universitat, ['P1,862 3460 1193 3519']
.                    ,                      ['P1,862 3460 1193 3519']
X      Invalidenstra?e     Invalidenstrai3e ['P1,1237 3460 1673 3510']
                    43                   43 ['P1,1715 3462 1794 3519']
                     ,                    , ['P1,1715 3462 1794 3519']
                 10115                10115 ['P1,1845 3461 2000 3509']
                Berlin               Berlin ['P1,10 3543 193 3602']
                     ,                    , ['P1,10 3543 193 3602']
               Germany              Germany ['P1,222 3544 500 3605']
                     .                    . ['P1,222 3544 500 3605']
                     *                    * ['P1,45 3624 69 3652']
         Corresponding        Corresponding ['P1,110 3625 532 3687']
                author               author ['P1,557 3625 759 3674']
                     .                    . ['P1,557 3625 759 3674']
                   Fax                  Fax ['P1,789 3627 910 3674']
                     :                    : ['P1,789 3627 910 3674']
X     +49-30-2093 8868      +49-30-20938868 ['P1,1318 3626 1443 3674', 'P1,942 3626 1288 3674']
                E-mail               E-mail ['P1,108 3707 297 3756']
               address              address ['P1,318 3707 539 3756']
                     :                    : ['P1,318 3707 539 3756']
X owmrauhut@hotmail.com owmrauhut@hotmail.corn ['P1,569 3707 1316 3769']
                     (                    ( ['P1,1341 3707 1592 3769']
                O.W.M.               O.W.M. ['P1,1341 3707 1592 3769']
                Rauhut               Rauhut ['P1,1622 3707 1871 3769']
                     )                    ) ['P1,1622 3707 1871 3769']
                     .                    . ['P1,1622 3707 1871 3769']
          0195-6671/03         0195-6671/03 ['P2,9 55 430 108']
                     /                    / ['P2,9 55 430 108']
X                    $                    S ['P2,9 55 430 108']
                     -                    - ['P2,458 85 475 91']
                   see                  see ['P2,502 71 581 104']
                 front                front ['P2,606 55 748 104']
                matter               matter ['P2,771 62 957 104']
                     ?                    ? ['P2,985 57 1043 116']
                  2003                 2003 ['P2,1070 57 1197 104']
              Elsevier             Elsevier ['P2,1226 55 1446 104']
                  Ltd.                 Ltd. ['P2,1471 55 1585 104']
.                    .                      ['P2,1471 55 1585 104']
X                  All                  A11 ['P2,1613 55 1698 103']
                rights               rights ['P2,1723 55 1881 117']
              reserved             reserved ['P2,1907 55 2152 104']
                     .                    . ['P2,1907 55 2152 104']
                   doi                  doi ['P2,9 137 1007 199']
              :10.1016             :10.1016 ['P2,9 137 1007 199']
                     /                    / ['P2,9 137 1007 199']
            S0195-6671           S0195-6671 ['P2,9 137 1007 199']
                     (                    ( ['P2,9 137 1007 199']
                    03                   03 ['P2,9 137 1007 199']
                     )                    ) ['P2,9 137 1007 199']
               00067-3              00067-3 ['P2,9 137 1007 199']
         titanosaurian        titanosaurian ['P2,7 229 512 295']
             sauropods            sauropods ['P2,556 229 945 313']
                     (                    ( ['P2,990 229 1290 313']
                Powell               Powell ['P2,990 229 1290 313']
                     ,                    , ['P2,990 229 1290 313']
                  1986                 1986 ['P2,1344 230 1532 309']
                     ,                    , ['P2,1344 230 1532 309']
                  1990                 1990 ['P2,1587 230 1774 309']
                     ;                    ; ['P2,1587 230 1774 309']
                 Calvo                Calvo ['P2,1821 229 2042 295']
X                    &                   8c ['P2,2087 231 2152 295']
             Bonaparte            Bonaparte ['P2,8 339 424 420']
                     ,                    , ['P2,8 339 424 420']
                  1991                 1991 ['P2,466 338 653 416']
                     ;                    ; ['P2,466 338 653 416']
             Bonaparte            Bonaparte ['P2,688 339 1084 420']
X                    &                   k, ['P2,1115 338 1180 403']
                 Coria                Coria ['P2,1210 337 1443 416']
                     ,                    , ['P2,1210 337 1443 416']
                  1993                 1993 ['P2,1484 337 1700 420']
                     )                    ) ['P2,1484 337 1700 420']
                     .                    . ['P2,1484 337 1700 420']
                During               During ['P2,1735 337 2008 420']
                   the                  the ['P2,2037 337 2151 403']
  Campanian-Maastrichtian Campanian-Maastrichtian ['P2,8 445 1036 529']
                     ,                    , ['P2,8 445 1036 529']
           saurischian          saurischian ['P2,1068 445 1491 511']
                faunas               faunas ['P2,1517 445 1765 511']
                appear               appear ['P2,1793 467 2051 529']
                    to                   to ['P2,2076 455 2150 511']
                  have                 have ['P2,6 553 180 619']
                  been                 been ['P2,214 553 388 619']
                  less                 less ['P2,421 553 549 619']
               diverse              diverse ['P2,584 553 845 619']
                    at                   at ['P2,880 562 950 619']
                     a                    a ['P2,984 574 1024 619']
                higher               higher ['P2,1057 553 1296 637']
             taxonomic            taxonomic ['P2,1328 553 1730 619']
                 level                level ['P2,1762 553 1951 633']
                     ,                    , ['P2,1762 553 1951 633']
                  with                 with ['P2,1986 553 2153 619']
                  only                 only ['P2,8 661 172 744']
          abelisaurian         abelisaurian ['P2,202 660 661 727']
             theropods            theropods ['P2,691 661 1071 744']
                     (                    ( ['P2,1104 661 1528 744']
             Bonaparte            Bonaparte ['P2,1104 661 1528 744']
X                    &                    k ['P2,1560 662 1625 727']
                 Novas                Novas ['P2,1653 663 1918 740']
                     ,                    , ['P2,1653 663 1918 740']
                  1985                 1985 ['P2,1960 662 2148 740']
                     ;                    ; ['P2,1960 662 2148 740']
                 Coria                Coria ['P2,8 769 221 835']
                    et                   et ['P2,247 779 313 835']
                   al.                  al. ['P2,341 769 450 849']
                     ,                    , ['P2,341 769 450 849']
                  2002                 2002 ['P2,480 770 683 852']
                     )                    ) ['P2,480 770 683 852']
                   and                  and ['P2,713 769 852 835']
         titanosaurian        titanosaurian ['P2,879 769 1384 835']
             sauropods            sauropods ['P2,1413 769 1802 853']
              reported             reported ['P2,1830 769 2152 853']
                     (                    ( ['P2,8 877 304 960']
                 Huene                Huene ['P2,8 877 304 960']
